?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHMO_0002202>	"A mass spectrometer that uses a plate to hold the sample in a matrix (such as crystallised dihydrobenzoic acid) whilst it is vaporised and ionised using a high-energy pulsed laser."	
<http://purl.obolibrary.org/obo/CHMO_0001836>	"A method where a sample mixture is first separated sequentially using two different liquid chromatography columns (commonly, ion-exchange followed by reversed-phase) before being analysed by two mass spectrometers in series."	"FIX:0001156"
<http://purl.obolibrary.org/obo/CHMO_0002649>	"A transmission electron microscope where the electron beam is scanned across an electron-transparent specimen under vacuum and the intensities of the transmitted electrons are measured."	
<http://purl.obolibrary.org/obo/CHMO_0001368>	"Sputter deposition where the ion source is a magnetron. The ejected atoms then deposit, as a thin-film, on a substrate."	
<http://purl.obolibrary.org/obo/CHMO_0000312>	"X-ray emission spectroscopy where the X-rays are generated by bombarding the sample with a finely focused (<10 m diameter) beam of high-energy particles."	
<http://purl.obolibrary.org/obo/CHMO_0002753>	"The inner diameter specified for a chromatography column."	
<http://purl.obolibrary.org/obo/CHMO_0000140>	"Any detection or measurement method for a set of points in reciprocal space."	
<http://purl.obolibrary.org/obo/CHMO_0002420>	"A two-dimensional plot of chemical shift vs. intensity for hydrogen-1 nuclei obtained by measuring the effect of the absorption of radio frequency radiation on nuclear spin-state transitions in the presence of a magnetic field. Signals are defined in terms of two frequencies; by the chemical shift of a particular nucleus in one dimension and, in the other, by the chemical shift of a correlated nucleus."	
<http://purl.obolibrary.org/obo/CHMO_0000696>	"The measurement of the refractive index of small glass fragments as a function of temperature. The glass fragments are placed in silicone oil and observed as the temperature is raised. At the point where the glass fragment disappear the refractive index of the oil and glass are equal."	
<http://purl.obolibrary.org/obo/OBI_0400169>	"A microscope is an instrument which magnifies the view on objects (too small to be viewed by the naked eye) under increased resolution. A microscope can be an optical instrument but also and electronic instrument. There are various kind of optical microscopes, e.g confocal microscope, epifluoresence microscope)"@en	
<http://purl.obolibrary.org/obo/CHMO_0002608>	"A piece of apparatus which is used to physically interact with a sample under a microscope, and is driven by the application of an alternating current to a piezoelectric material."	
<http://purl.obolibrary.org/obo/CHMO_0002071>	"A plot of energy against time obtained from the measurement of the heat evolved during a chemical or biochemical reaction (such as protein-receptor binding)."	
<http://purl.obolibrary.org/obo/CHMO_0002020>	"The intensive mixing of μtually insoluble phases (sometimes with addition of surfactants) to obtain a soluble suspension or emulsion."	
<http://purl.obolibrary.org/obo/CHMO_0000147>	"A method for determining structure by directing a beam of low energy (<500 eV) electrons at the sample and recording the resulting diffraction pattern."	
<http://purl.obolibrary.org/obo/CHMO_0001914>	"A nuclear magnetic resonance spectrum in which the nuclei of interest are phosphorus-31 nuclei, line broadening has been averaged to zero by spinning the sample very rapidly at the magic angle (54.74° with respect to the direction of the magnetic field), and cross polarisation has been used to enhance the signal from weakly coupled nuclei."	
<http://purl.obolibrary.org/obo/CHMO_0000339>	"Spectroscopy where a high energy photon ionises a core electron and an electron from a higher energy level descends to take its place, releasing sufficient energy to eject a second so-called 'Auger' electron and the energy of the Auger electron is detected as a function of incident photon energy."	
<http://purl.obolibrary.org/obo/CHMO_0002362>	"A plot obtained from a scattering experiment on large particles which is used to determine the average molecular weight of the (polymer) sample. The plot typically consists of a grid."	
<http://purl.obolibrary.org/obo/CHMO_0000844>	"A plot of chemical shift vs. intensity for nitrogen-15 nuclei obtained by measuring the effect of the absorption of radio frequency radiation on nuclear spin-state transitions in the presence of a magnetic field."	
<http://purl.obolibrary.org/obo/CHMO_0001261>	"A method where a sample mixture is first chemically degraded by heating then separated by gas chromatography then ionised and characterised according to mass-to-charge ratio and relative abundance."	
<http://purl.obolibrary.org/obo/CHMO_0001837>	"Spectroscopy where time response of a transient birefringence induced in the sample by two polarized laser beams (pump and probe) under the influence of an electric field (the 'optical Kerr effect') is measured."	
<http://purl.obolibrary.org/obo/CHMO_0000942>	"A piece of apparatus which is used to produce an enlarged image of a specimen by scanning a finely focused (<10 nm diameter) electron beam produced by thermionic emission heating (field emission) with an acceleration voltage of 50–150 kV across the specimen under vacuum and measuring interaction of the electrons with the specimen."	
<http://purl.obolibrary.org/obo/CHMO_0000116>	"Microscopy where optical tweezers are used to trap a small fluorescent latex bead which is then scanned across biological specimens in aqueous solution. An image of the surface is obtained by mechanically moving the bead in a raster scan of the specimen, line by line, and recording the fluorescence intensity as a function of position. A feedback loop is used to maintain a fixed relationship between the bead and surface during scanning."	
<http://purl.obolibrary.org/obo/CHEBI_60027>	"A polymer is a mixture, which is composed of macromolecules of different kinds and which may be differentiated by composition, length, degree of branching etc.."	"wikipedia.en:Polymer"
<http://purl.obolibrary.org/obo/OBI_0001479>	"A specimen that derives from an anatomical part or substance arising from an organism. Examples of tissue specimen include tissue, organ, physiological system, blood, or body location (arm)."@en	
<http://purl.obolibrary.org/obo/OBI_0000457>	"A planned process with the objective to produce a processed material which will have a function for future use."@en	
<http://purl.obolibrary.org/obo/CHMO_0000851>	"Data which is obtained from an X-ray diffraction experiment where the specimen is a powder."	
<http://purl.obolibrary.org/obo/CHMO_0001455>	"The reaction of ethanol with steam at high temperature (700–1000 °C) in the presence of a nickel catalyst, in order to produce hydrogen."	
<http://purl.obolibrary.org/obo/CHMO_0000451>	"Spectroscopy where a pump laser is used to excite a chromophore and the transmitted power of a probe laser is used to determine the state concentration (excited vs. non-excited) of the sample."	
<http://purl.obolibrary.org/obo/CHMO_0002353>	"A hydrogen-ion-responsive electrode consisting of a piece, usually a bulb, of special glass attached to a stem of high-resistance glass complete with internal reference electrode and internal filling solution system."	
<http://purl.obolibrary.org/obo/CHMO_0002770>	"A sample preparation step involving the increase in temperature of a sample."	
<http://purl.obolibrary.org/obo/CHMO_0001469>	"A process in which a ceramic precursor is converted into a ceramic."	
<http://purl.obolibrary.org/obo/CHMO_0000588>	"Spectroscopy where the sample (in the form of a molecular beam) is irradiated with a single pulse of radiation in the microwave region (1–1000 mm) and the spectrum is subject to a Fourier transform."	
<http://purl.obolibrary.org/obo/CHMO_0000966>	"A mass-to-charge analyser that uses a quadrupolar potential (generated by four parallel electrodes) to constrain the trajectories of ions according to their mass-to-charge ratio."	
<http://purl.obolibrary.org/obo/CHMO_0001624>	"The process in which cells (microorganisms, plant or animal cells) are cultured in a bioreactor in a liquid or solid medium to convert organic substances into biomass (growth) or into products."	
<http://purl.obolibrary.org/obo/CHMO_0000863>	"A method for probing the free volume between polymer chains in which the anti-particle of an electron (a positron) is injected, from a radioactive source into the sample. When the positron is annihilated a characteristic energy is emitted, and the time from injection to energy emission is measured."	
<http://purl.obolibrary.org/obo/CHMO_0002142>	"An electrochemical technique where the cell current is measured as a function of time and as a function of the potential between the indicator and reference electrodes. The potential is varied as a continuous sine wave and inverts at the end point resulting in a cycle."	
<http://purl.obolibrary.org/obo/CHMO_0002179>	"Spectroscopy where a dark-field optical microscope is used to image the sample and locate a small area for spectral analysis with radiation in the ultraviolet to near infrared range."	
<http://purl.obolibrary.org/obo/CHMO_0002000>	"A method where the sample is first subjected to two-dimensional high-performance liquid chromatography (passed through two columns in sequence –-a primary ion-exchange column where the particles show no loss or gain of charge with varying pH, and a secondary column where the stationary phase is significantly less polar than the mobile phase). The eluent is then subjected to mass spectrometry where it is ionised in a plasma (a partially ionised gas–-such as Ar–-containing free electrons) which has been generated by electromagnetic induction."	
<http://purl.obolibrary.org/obo/CHMO_0000935>	"A heteronuclear NMR spectrum where a second frequency dimension is employed to disperse the signals and reveal correlations between nuclei which are 2–3 bonds removed."	
<http://purl.obolibrary.org/obo/CHMO_0010000>		
<http://purl.obolibrary.org/obo/CHMO_0001984>	"A type of pulsed EPR spectroscopy which is used to observe the electron spin echo in a paramagnetic system as a function of the time that separates the two pulses causing the echo. This technique is a powerful probe of the radial distribution of magnetic nuclear spins in the environment of the electron spins producing the echo."	
<http://purl.obolibrary.org/obo/CHMO_0002234>	"A type of laser spectroscopy where a dye laser is used to remove, from an inhomogeneously broadened spectral line, a narrow homogenous line causing the appearance of a dip ( or 'hole') in a spectrum."	
<http://purl.obolibrary.org/obo/CHMO_0000393>	"Spectroscopy where the sample is illuminated with a finely focused (<10 m) extreme ultraviolet (10–121 nm) photon beam causing ionisation and the emission of photoelectrons, the energies of which are measured."	
<http://purl.obolibrary.org/obo/CHMO_0001640>	"The process of segregation of phases; the separation of suspended solids from a liquid or gas, usually by forcing a carrier gas or liquid through a porous medium."	
<http://purl.obolibrary.org/obo/CHMO_0000284>	"A type of atomic fluorescence spectroscopy where a laser is used to excite the atoms in the sample."	
<http://purl.obolibrary.org/obo/CHMO_0002193>	"A synthesis method in which colloidal particle suspensions in thin evaporating films spontaneously (and reversibly) associate by non-covalent interactions."	
<http://purl.obolibrary.org/obo/CHMO_0000249>	"A type of atomic absorption spectrometry where metal samples such as As, Sb and Se are vaporised by converting them into volatile hydrides."	
<http://purl.obolibrary.org/obo/CHMO_0001369>	"Magnetron sputter deposition where the ionisation process uses extremely high power densities of the order of kW cm-2 in short pulses."	
<http://purl.obolibrary.org/obo/CHMO_0001257>	"The detection of luminescence emitted from a sample as a result of irradiation with light. Photoluminescence includes both fluorescence and phosphorescence."	
<http://purl.obolibrary.org/obo/CHMO_0000950>	"A piece of apparatus which illuminates a sample with X-rays, electrons or neutrons and measures the diffraction pattern produced. It typically will contain at least one monochromator to ensure the incident radiation is of a specific energy, a goniometer which allows the geometry of the sample and detector to be precisely specified, and a detector."	
<http://purl.obolibrary.org/obo/CHMO_0001551>	"The removal of solvent from a sample by the application of heated air."	
<http://purl.obolibrary.org/obo/CHMO_0001502>	"The chemical degradation of a sample by thermal energy. The term pyrolysis generally refers to heating in an inert environment."	
<http://purl.obolibrary.org/obo/CHMO_0001024>	"An electrophoresis method which takes place in a capillary."	
<http://purl.obolibrary.org/obo/CHMO_0002162>	"A plot of volume of titrant vs. an independent variable (e.g., pH or enthalpy) obtained from a titration experiment."	
<http://purl.obolibrary.org/obo/CHMO_0000250>	"A type of atomic absorption spectrometry using a line source of radiation."	
<http://purl.obolibrary.org/obo/CHMO_0002685>	"A plot of vertical displacement vs. distance obtained by using a sharp spike (known as a 'tip') mounted on the end of a cantilever to scan the surface of the specimen, line by line, and recording the force experienced by the tip as a function of position."	
<http://purl.obolibrary.org/obo/CHMO_0002370>	"The process of transferring a substance from an organic phase to an aqueous phase (or vice versa) by heating the organic sample within a confined space in the presence of an aqueous acceptor droplet suspended on the tip of a microsyringe."	
<http://purl.obolibrary.org/obo/CHMO_0002381>	"A type of NMR spectroscopy where a second frequency dimension is employed to disperse the signals and reveal correlations between protons and 31P nuclei."	
<http://purl.obolibrary.org/obo/CHMO_0001415>	"A synthesis method that uses light to transfer a pattern to a substrate. A solution of photoresist (a polymer) is deposited on the substrate by spin coating. The photoresist-coated substrate is then heated to drive off excess solvent ('soft-baked', 'prebaked', 'post-application baked', PAB), typically at 90–100 °C. The photoresist is then exposed to a pattern of intense UV light generated by the interference of multiple coherent lasers. A post-exposure bake (PEB) at 120–180 °C is performed before immersing the substrate in a 'developer' which removes excess photoresist. Positive photoresist becomes soluble in the developer when exposed; negative photoresist becomes insoluble in the developer. Finally the substrate is baked again ('hard-baked') to solidify the remaining photoresist."	
<http://purl.obolibrary.org/obo/CHMO_0002332>	"Spectroscopy where the energy states 19F nuclei in a solid sample placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them."	
<http://purl.obolibrary.org/obo/CHMO_0000578>	"A method where the sample mixture is first separated by high-performance liquid chromatography before being ionised by forcing a solution (usually in an organic solvent) of it through a small heated capillary (at a flow rate of 1–10 uL min1) into an electric field to produce a very fine mist of charged droplets. The ions are then characterised according to mass-to-charge ratio and relative abundance by two mass spectrometers in series."	
<http://purl.obolibrary.org/obo/CHMO_0002160>	"A method of growing a single crystal 'ingot' or 'boule'. The polycrystalline sample is heated in a container above its melting point and slowly cooled from one end where a seed crystal is located. Single crystal material is then progressively formed along the length of the container."	
<http://purl.obolibrary.org/obo/CHMO_0002609>	"The conversion of an organic material in an inert atmosphere at temperatures in excess of 1800 °C to produce a graphite crystal structure."	
<http://purl.obolibrary.org/obo/OBI_0000367>	"A light emission function is an excitation function to excite a material to a specific excitation state that it emits light."@en	
<http://purl.obolibrary.org/obo/OBI_0002089>	"A container with an environmental control function."@en	
<http://purl.obolibrary.org/obo/CHMO_0002860>	"The absolute value of the mole fraction for one diastereomer in a mixture minus the mole fraction for the other."	
<http://purl.obolibrary.org/obo/CHMO_0001947>	"A technique where a solid sample is dissolved in a common (organic or inorganic) solvent then sprayed into a vessel pressurised with a dense gas (e.g. supercritical CO2) This results in a large decrease in solution density and precipitation."	
<http://purl.obolibrary.org/obo/CHMO_0002291>	"Spectroscopy where the sample absorbs radiation from the infrared region (0.78–1000 μm). The infrared beam is passed through a diffraction grating which separates (or disperses) the wavelength of the light and directs each wavelength individually through a slit to a detector."	
<http://purl.obolibrary.org/obo/CHMO_0001875>	"An NMR technique used to edit the NMR response from a sample by selecting particular spin systems of interest according to the number of nuclei present within them. Usually achieved by appropriate cycling of the phase (direction of application) of the pulses in an experiment and of the receiver."	
<http://purl.obolibrary.org/obo/CHMO_0001342>	"A synthesis method which consists of depositing a monocrystalline film (from a molecular beam of reactive gases) on a monocrystalline substrate under high vacuum (<10^{-8} Pa)."	
<http://purl.obolibrary.org/obo/CHMO_0002010>	"A separation method where components of a sample are separated on the basis of their density in a centrifuge according to the centrifugal force they experience. During centrifugation the sample can be monitored in real time through an optical detection system or using ultraviolet light absorption."	
<http://purl.obolibrary.org/obo/CHMO_0002168>	"The synthesis of metal-containing compounds in poly(ethylene glycol)s heated by microwave irradiation. The ethylene glycols act as both the solvent and reducing agent."	
<http://purl.obolibrary.org/obo/CHMO_0001375>	"A synthesis method where a solid material is dissolved in a supercritical fluid (at elevated pressure) which is forced through a small orifice into a region of relatively low pressure. This produces a molecular spray which is directed against a substrate where it deposits as a thin film."	
<http://purl.obolibrary.org/obo/CHMO_0000983>	"A piece of apparatus that has the form of a tube with an internal diameter of 20–100 micrometres and hosts the separation medium in capillary electrophoresis."	
<http://purl.obolibrary.org/obo/CHMO_0000310>	"X-ray spectroscopy where the sample is bombarded with incident X-rays of a wavelength which does not correspond to a specific electronic transition within the atoms of the sample, and the energies and intensities of the emitted X-rays are measured."	
<http://purl.obolibrary.org/obo/IAO_8000013>	"An ontology module that contains axioms generated by a reasoner. The generated axioms are typically direct SubClassOf axioms, but other possibilities are available."@en	
<http://purl.obolibrary.org/obo/CHMO_0001795>	"A plot of the absorption of radio frequency radiation vs. frequency for spin-active nuclei."	
<http://purl.obolibrary.org/obo/CHMO_0001461>		
<http://purl.obolibrary.org/obo/CHMO_0002851>	"An experimental sample that is produced by spiking test material that is essentially free of a given analyte."	
<http://purl.obolibrary.org/obo/CHMO_0001686>	"The growth of larger crystals from those of smaller size, which have a higher solubility than the larger ones."	
<http://purl.obolibrary.org/obo/CHMO_0002746>	"A portion of material that is the subject of an experiment."	
<http://purl.obolibrary.org/obo/CHMO_0002663>	"Microscopy where a probe consisting of an infrared laser transmitted through a tapered optical fibre is positioned very close to (<10 nm from) the surface of the specimen and focused to a diffraction-limited spot size. A vibrating metallic AFM cantilever tip periodically and locally modifies the electromagnetic field distribution of the excitation laser. An image is produced by scanning the probe over the specimen and detecting the scattered light from the tip as a function of position. A force feedback loop is used to maintain a fixed relationship between the probe and surface during scanning."	
<http://purl.obolibrary.org/obo/CHMO_0000218>	"A method for determining structure by illuminating an extremely flat surface with visible light and measuring the intensity of light reflected at different angles around the Brewster angle."	
<http://purl.obolibrary.org/obo/CHMO_0000864>	"A plot of intensity against wavelength obtained by measuring the amount of radiation emitted by a sample through luminescence against the frequency of the incident radiation."	
<http://purl.obolibrary.org/obo/CHMO_0002144>	"The process of determining the quantity of a sample by adding measured increments of a titrant until the end-point is reached. The titration is monitored by measuring the conductance of the solution, the current is provided by a high-frequency source."	
<http://purl.obolibrary.org/obo/CHMO_0002103>	"Spectroscopy where three incident laser beams are mixed, two 'pump' beams of the same frequency and one 'probe' beam of a different frequency."	
<http://purl.obolibrary.org/obo/CHMO_0000600>	"A type of NMR spectroscopy where a second frequency dimension is employed to disperse the signals and reveal correlations between protons and heteronuclei."	"FIX:0001025"
<http://purl.obolibrary.org/obo/CHMO_0010018>	"An adverse laboratory event where an experimenter inhales poisonous fumes."	
<http://purl.obolibrary.org/obo/CHMO_0002083>	"The measurement of thermodynamic parameters (e.g. enthalpy) during a chemical or biochemical reaction of both a sample and a reference, by the known variation (step-wise or linear) of temperature whilst a second variable is kept constant. The power input is in the form of a saw-tooth wave."	
<http://purl.obolibrary.org/obo/OBI_0000450>	"A regulatory agency is a organization that has responsibility over or for  the legislation (acts and regulations) for a given sector of the government."@en	
<http://purl.obolibrary.org/obo/CHMO_0001068>	"A magic-angle spinning NMR experiment to measure dipolar couplings. Dipolar couplings are reintroduced by synchronising rf pulses with the rotation of the rotor. Spectral simplification occurs via the proton detected separated local field protocol where 1H-1H interactions are decoupled and proton magnetisation is passed through 13C nuclei present at natural abundance."	
<http://purl.obolibrary.org/obo/CHMO_0000922>	"A plot of cell current vs. the potential between the indicator and reference electrodes obtained from a voltammetry experiment."	
<http://purl.obolibrary.org/obo/CHMO_0001018>	"A two-dimensional separation method where the separation processes are both chromatography. initial separation proceeds in a primary column and 'cuts' of the eluent from this column are directed into one or more secondary columns."	
<http://purl.obolibrary.org/obo/CHMO_0001709>	"A method used to indicate the presence of a substance within a sample."	
<http://purl.obolibrary.org/obo/OBI_0001138>	"A device that is used to generate X-rays."@en	
<http://purl.obolibrary.org/obo/CHMO_0002221>	"A method for crystal growth where polycrystalline SiC lumps are carefully packed between two concentric graphite tubes. The inner tube is then withdrawn leaving a porous SiC layer inside the outer tube. The outer tube is then heated (~2500 °C) in Ar, causing the SiC powder to sublime and nucleate on a cooler surface."	
<http://purl.obolibrary.org/obo/CHMO_0001058>	"An ion detector consisting of a collector electrode connected to a high-ohmic resistor and surrounded by a Faraday cage. The voltage drop across the resistor is a measure of the ion current."	
<http://purl.obolibrary.org/obo/CHMO_0000965>	"A mass spectrometer that uses an ion cyclotron resonance cell (a piece of apparatus that measures the frequency at which ions precesses in a fixed magnetic field and subjects the frequency output to a Fourier transform) as a mass-to-charge analyser and detector."	
<http://purl.obolibrary.org/obo/CHMO_0002764>	"A mass spectrum obtained from positive mode atmospheric pressure chemical ionization mass spectrometry."	
<http://purl.obolibrary.org/obo/CHMO_0000812>	"A plot of relative abundance (%) vs. mass-to-charge ratio obtained from a mass spectrometry experiment  where the ions are obtained by forcing a solution (usually in an organic solvent) of the sample through a small heated capillary (at a flow rate of 1–10 L min-1) into an electric field to produce a very fine mist of charged droplets."	
<http://purl.obolibrary.org/obo/CHMO_0000481>	"Mass spectrometry where the sample is atomised using an electrothermal (resistively-heated) furnace and then ionised by electrons (energy 70 eV) which have been emitted from a glowing filament and accelerated through an electric field."	
<http://purl.obolibrary.org/obo/CHMO_0000839>	"A plot of chemical shift vs. intensity for phosphorus-31 nuclei obtained by measuring the effect of the absorption of radio frequency radiation on nuclear spin-state transitions in the presence of a magnetic field."	
<http://purl.obolibrary.org/obo/CHMO_0001711>	"A detection method that is sensitive to individual elements. The sample is atomised and excited by an excitation source and the characteristic radiation emitted by the atoms in the sample is then detected using a photodiode array."	
<http://purl.obolibrary.org/obo/CHMO_0002537>	"The process of determining the quantity of a sample by adding measured increments of a titrant until the end-point, at which essentially all of the sample has reacted, is reached. In a coulometric titration the titrant is generated electrochemically by passing a constant current through an electrolyte."	
<http://purl.obolibrary.org/obo/CHEBI_33250>	"A chemical entity constituting the smallest component of an element having the chemical properties of the element."	
<http://purl.obolibrary.org/obo/OBI_0000684>	"A objective specification that is fulfilled by obtaining a material entity for potential use as an input upon which measurements or observations are performed."@en	
<http://purl.obolibrary.org/obo/CHMO_0010006>		
<http://purl.obolibrary.org/obo/CHMO_0001614>	"A process used to create objects of a fixed cross-sectional profile by forcing or drawing a material through a die at room temperature."	
<http://purl.obolibrary.org/obo/OBI_0000963>	"A label that is part of a categorical datum and that indicates the value of the data item on the categorical scale."@en	
<http://purl.obolibrary.org/obo/CHMO_0000195>	"A method for determining structure by measuring the change in direction, energy and momentum of scattered neutrons. Neutrons are scattered by the atomic nuclei in the sample, and suffer a loss of kinetic energy during collisions."	
<http://purl.obolibrary.org/obo/CHMO_0002166>	"A thick-walled steel vessel used during synthesis methods that require both high pressures and high temperatures."	
<http://purl.obolibrary.org/obo/CHMO_0002527>	"A piece of apparatus, consisting of an eyepiece, an objective lens, object turret, stage, orthogonal polarising filters and light source, which collects electromagnetic radiation in the visible range."	
<http://purl.obolibrary.org/obo/CHMO_0001286>	"A method used to measure the mass (micrograms) per unit area of a sample using a quartz crystal microbalance (a piece of apparatus that measures the change in frequency of a quartz crystal sandwiched between a pair of electrodes as a function of the mass of the sample)."	
<http://purl.obolibrary.org/obo/CHMO_0001721>	"A detection method which is sensitive to naturally fluorescent or tagged compounds. As the sample passes through a small cell it is excited by ultraviolet light and any fluorescence is detected."	
<http://purl.obolibrary.org/obo/CHMO_0002633>	"A plot of cell current vs. the potential between the indicator and reference electrodes obtained from a voltammetry experiment during which convective mass transfer (the movement of material by the action of a fluid) occurs."	
<http://purl.obolibrary.org/obo/CHMO_0000421>	"Spectroscopy where the change in impedance (the resistance of alternating current) of a sample during excitation is measured as a function of frequency."	
<http://purl.obolibrary.org/obo/CHMO_0001646>	"The formation of a gel or solidification of a gelatin solution caused by a change in conditions (such as temperature or pH)."	
<http://purl.obolibrary.org/obo/CHMO_0002734>	"A type of homonuclear three-dimensional NMR experiment in which correlations are seen between nuclei that are spatially proximate within a molecule (\\leq 6 \\AA apart). These signals are then correlated with those protons to which they are J-coupled (usually \\leq 3 bonds apart)."	
<http://purl.obolibrary.org/obo/CHMO_0001983>	"A type of pulsed EPR spectroscopy which is used to observe the electron spin echo in 14N nuclei as a function of the time that separates the pulses causing the echo. This technique is a powerful probe of the radial distribution of magnetic nuclear spins in the environment of the electron spins producing the echo."	
<http://purl.obolibrary.org/obo/CHMO_0000625>	"Spectroscopy where the resonant excitation of surface plasmons on a surface, which is the working electrode in an electrochemical experiment, by ultraviolet or visible light is measured."	
<http://purl.obolibrary.org/obo/UO_0000270>		
<http://purl.obolibrary.org/obo/CHMO_0010005>		
<http://purl.obolibrary.org/obo/CHMO_0000022>	"An electrochemical technique where the potential difference between an ion-selective indicator electrode and the reference electrode is measured under conditions where the current passed is sufficiently small to maintain thermodynamic equilibrium."	
<http://purl.obolibrary.org/obo/CHMO_0000196>	"A method for determining structure by measuring the velocity of neutrons in known magnetic fields before and after scattering by the sample. The neutrons are scattered by the interaction of neutron spin with spins in the sample ('spin echo')."	
<http://purl.obolibrary.org/obo/CHMO_0001552>	"The removal of solvent from a sample by applying it as a thin layer to the surface of a heated drum."	
<http://purl.obolibrary.org/obo/CHMO_0002845>	"A planned process that involves all aspects of dealing with the waste produced in experiments."	
<http://purl.obolibrary.org/obo/CHMO_0001326>	"A synthesis method where the substrate is exposed to one or more volatile precursors, in the presence of a microwave-induced plasma (a partially ionised gas containing free electrons), which react or decompose on the surface to produce a deposit. The plasma enhances the rate of reaction on the substrate surface."	
<http://purl.obolibrary.org/obo/CHMO_0000000>		
<http://purl.obolibrary.org/obo/CHMO_0002002>	"An experiment in which a two-dimensional separation method is coupled to a detection method in order to detect one or more different components of a sample."	
<http://purl.obolibrary.org/obo/CHMO_0002390>	"A plot of ion current vs. retention time obtained from a chromatography experiment with mass detection. The base peak intensity chromatogram represents the intensity of the most intense peak at any one time."	
<http://purl.obolibrary.org/obo/CHMO_0000750>	"A method where a sample mixture is first separated by capillary liquid chromatography before being ionised in a plasma (a partially ionised gas–-such as Ar–-containing free electrons) which has been generated by electromagnetic induction and characterised according to mass-to-charge ratio and relative abundance."	
<http://purl.obolibrary.org/obo/CHMO_0000506>	"Mass spectrometry where the relative abundance of isotopes in a sample is determined."	
<http://purl.obolibrary.org/obo/IAO_8000018>	"A subset ontology that is designed for basic applications to continue to make certain simplifying assumptions; many of these simplifying assumptions were based on the initial version of the Gene Ontology, and have become enshrined in many popular and useful tools such as term enrichment tools.\n\nExamples of such assumptions include: traversing the ontology graph ignoring relationship types using a naive algorithm will not lead to cycles (i.e. the ontology is a DAG); every referenced term is declared in the ontology (i.e. there are no dangling clauses).\n\nAn ontology is OBO Basic if and only if it has the following characteristics:\nDAG\nUnidirectional\nNo Dangling Clauses\nFully Asserted\nFully Labeled\nNo equivalence axioms\nSingly labeled edges\nNo qualifier lists\nNo disjointness axioms\nNo owl-axioms header\nNo imports"@en	
<http://purl.obolibrary.org/obo/CHMO_0000354>	"Spectroscopy where the bombardment of a sample with a continuous X-ray source (X-rays generated when electrons, or other high energy charged particles such as protons or alpha-particles, lose energy whilst passing through the Coulomb field of a nucleus) results in the ionisation of core electrons and the emission of so-called 'Auger' electrons, which are detected."	
<http://purl.obolibrary.org/obo/CHMO_0002519>	"Microscopy where the specimen can be made to fluoresce (emit energy as visible light) by scanning a solid-state (Ti sapphire) laser spot of specific wavelength over its surface to produce multi-photon fluorescence (i.e. the fluorophore simultaneously absorbs two photons, each one half of the energy required for single-photon excitation)."	
<http://purl.obolibrary.org/obo/CHMO_0001793>	"A method consisting of a sample transformation method coupled to a measurement method."	
<http://purl.obolibrary.org/obo/CHMO_0000443>	"A type of laser spectroscopy where a fixed-wavelength infrared  or ultraviolet laser is used to excite the sample which is placed in an electric field. By varying the strength of the applied electric field some vibrational–rotational transitions can be made to coincide with the laser wavelength and the absorption of the laser light is measured."	
<http://purl.obolibrary.org/obo/CHMO_0002466>	"The sedimentation of a solid protein (a 'precipitate') from an aqueous solution caused by the addition of an organic solvent (e.g. methanol), a polyelectrolyte (e.g. alginate) or a salt (e.g. ammonium sulfate) in a process known as 'salting out'."	
<http://purl.obolibrary.org/obo/CHMO_0002843>	"A planned process adjustment that takes place while at least one subprocess is taking place."	
<http://purl.obolibrary.org/obo/CHMO_0000909>	"Magic angle spinning NMR experiments in which dipolar coupling is reintroduced to obtain information on the proximity of nuclei within the sample."	
<http://purl.obolibrary.org/obo/CHMO_0002040>	"A method for determining the velocity of a sample by measuring the Doppler shift experienced by ultrasound radiation."	
<http://purl.obolibrary.org/obo/CHMO_0010008>		
<http://purl.obolibrary.org/obo/CHMO_0001549>	"The process of removing a solvent from a substance."	
<http://purl.obolibrary.org/obo/CHMO_0010007>		
<http://purl.obolibrary.org/obo/CHMO_0002606>	"Any experimental method used to prepare polymer samples where the monomer is suspended as liquid droplets in a continuous water phase by means of strong agitation and the presence of a suspending agent."	
<http://purl.obolibrary.org/obo/CHMO_0002651>	"The measurement of the temperature difference between the sample and a reference material during the measurement of the mass of the sample as a function of temperature."	
<http://purl.obolibrary.org/obo/CHMO_0000648>	"Spectroscopy where infrared light is introduced into a prism at an angle exceeding the critical angle for internal reflection. This produces an evanescent wave at the reflecting surface (a surface which is transparent to infrared such as thallium bromide) on which the sample is supported, and the distortion of the evanescent wave by the sample is measured."	"FIX:0000653"
<http://purl.obolibrary.org/obo/CHMO_0002098>	"Mass spectrometry involving multiple mass-selection steps, where anions transfer electrons to multiply protonated peptides (resulting in fragmentation) between each mass-selection stage."	
<http://purl.obolibrary.org/obo/CHMO_0001811>	"A method for determining crystal orientation, using X-ray diffraction, which involves systematically rotating the sample about well defined angles until all possible lattice planes are reflected, and measuring the reflection intensity as a function of angle. The results are plotted as a pole figure."	
<http://purl.obolibrary.org/obo/CHMO_0002190>	"Data which is obtained from an X-ray diffraction experiment where the specimen is a powder and the X-rays are incident on the sample at small angles (0-10 degrees)."	
